par_id,codigo_1,codigo_2,municipio,establecimiento_1,establecimiento_2,similitud_nombre,direccion,jornada,plan,decision,justificacion
284,00-01-4406-46,00-01-8299-46,Guatemala,INSTITUTO AMERICANO EN CIENCIAS DE COMPUTACION,INSTITUTO AMERICANO EN CIENCIAS DE COMPUTACION,100.0,6A. AVENIDA 18-23,MATUTINA,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
285,00-01-6988-46,00-01-7256-46,Guatemala,INSTITUTO AMERICANO EN CIENCIAS DE COMPUTACION,INSTITUTO AMERICANO EN CIENCIAS DE COMPUTACION,100.0,6A AVENIDA 18-23,MATUTINA,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
286,00-01-6988-46,00-01-8299-46,Guatemala,INSTITUTO AMERICANO EN CIENCIAS DE COMPUTACION,INSTITUTO AMERICANO EN CIENCIAS DE COMPUTACION,100.0,6A AVENIDA 18-23,MATUTINA,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
287,00-01-7256-46,00-01-8299-46,Guatemala,INSTITUTO AMERICANO EN CIENCIAS DE COMPUTACION,INSTITUTO AMERICANO EN CIENCIAS DE COMPUTACION,100.0,6A. AVENIDA 18-23,MATUTINA,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
288,01-01-0019-46,01-01-0022-46,Guatemala,LICEO ROMANO AMERICANO,LICEO ROMANO AMERICANO,100.0,6A. CALLE 2-12 ZONA 1,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
289,01-01-0019-46,01-01-0023-46,Guatemala,LICEO ROMANO AMERICANO,LICEO ROMANO AMERICANO,100.0,6A. CALLE 2-12 ZONA 1,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
290,01-01-0022-46,01-01-0023-46,Guatemala,LICEO ROMANO AMERICANO,LICEO ROMANO AMERICANO,100.0,6A. CALLE 2-12 ZONA 1,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
291,00-12-0170-46,00-12-0171-46,Guatemala,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,100.0,6A. CALLE 3-47 ZONA 12 CIUDAD REAL II,NOCTURNA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
292,00-09-7330-46,00-09-7372-46,Guatemala,INSTITUTO ANGLO-GUATEMALTECO DE RELACIONES CULTURALES,INSTITUTO ANGLO-GUATEMALTECO DE RELACIONES CULTURALES,100.0,6A. CALLE 7-64,MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
293,00-09-9582-46,00-09-9583-46,Guatemala,INSTITUTO PRIVADO MIXTO OCUPACIONAL-EXPERIMENTAL CAMPERO,INSTITUTO PRIVADO MIXTO OCUPACIONAL-EXPERIMENTAL 'CAMPERO',100.0,7A. AVENIDA 10-35,INTERMEDIA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
294,00-09-7724-46,00-09-9269-46,Guatemala,LICEO PREUNIVERSITARIO DE COMPUTACION,LICEO PREUNIVERSITARIO DE COMPUTACION,100.0,7A. AVENIDA 10-38,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
295,00-12-2917-46,00-12-4659-46,Guatemala,COLEGIO MIXTO Y ACADEMIA HALDA,COLEGIO MIXTO Y ACADEMIA 'HALDA',100.0,7A. AVENIDA 18-66,MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
296,00-02-0031-46,00-02-0032-46,Guatemala,COLEGIO EVANGELICO MIXTO LA PATRIA,COLEGIO EVANGELICO MIXTO LA PATRIA,100.0,7A AVENIDA 7-38,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
297,00-02-0122-46,00-02-0131-46,Guatemala,"COLEGIO EVANGÉLICO MIXTO ""LA PATRIA""","COLEGIO EVANGÉLICO MIXTO ""LA PATRIA""",100.0,7A. AVENIDA 7-38,VESPERTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
298,00-02-0091-46,00-02-0092-46,Guatemala,COLEGIO DE SEÑORITAS SANTA INÉS,COLEGIO DE SEÑORITAS SANTA INÉS,100.0,7A. AVENIDA 7-71,VESPERTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
299,00-01-8337-46,00-01-8338-46,Guatemala,CENTRO DE ESTUDIOS MERCADLOGICOS Y PUBLICITARIOS,CENTRO DE ESTUDIOS MERCADOLOGICOS Y PUBLICITARIOS,98.97,8A. AVENIDA 3-50,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
300,00-01-0683-46,00-01-9825-46,Guatemala,LICEO VICTORIA Y LIBERTAD,LICEO VICTORIA Y LIBERTAD,100.0,8A. CALLE 0-23,MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
301,00-01-0555-46,00-01-0557-46,Guatemala,COLEGIO TECNOLÓGICO CENTRO CULTURAL DE LAS AMÉRICAS,COLEGIO TECNOLÓGICO CENTRO CULTURAL DE LAS AMÉRICAS,100.0,8A. CALLE 0-30,MATUTINA,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
302,00-01-0247-46,00-01-4555-46,Guatemala,INSTITUTO PARTICULAR MIXTO JOSE MARTI,'INSTITUTO PARTICULARA MIXTO JOSE MARTI',98.67,8A CALLE 12-41,MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
303,00-01-0363-46,00-01-0364-46,Guatemala,CENTRO EDUCACIONAL MIXTO PRIVADO KINGSTON,CENTRO EDUCACIONAL MIXTO PRIVADO KINGSTON,100.0,8A. CALLE 12-46,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
304,00-01-0243-46,00-01-0855-46,Guatemala,CENTRO EDUCACIONAL MIXTO PRIVADO KINGSTON,"CENTRO EDUCACIONAL MIXTO PRIVADO ""KINGSTON""",100.0,8A CALLE 12-46,MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
305,00-01-7260-46,00-01-7261-46,Guatemala,COLEGIO CIENTIFICO SECRETARIAL GUATEMALTECO,COLEGIO CIENTIFICO SECRETARIAL GUATEMALTECO,100.0,8A. CALLE 2-29,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
306,00-01-0219-46,00-01-0506-46,Guatemala,CENTRO DE ESTUDIOS WINBRIDGE,CENTRO DE ESTUDIOS WINBRIDGE,100.0,8A CALLE 2-40,MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
307,00-19-0065-46,00-19-0066-46,Guatemala,LICEO TÉCNICO VOCACIONAL GALILEI,LICEO TÉCNICO VOCACIONAL GALILEI,100.0,"9A. AVENIDA 4-31 ZONA 19, COLONIA LA FLORIDA",DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
308,00-19-0065-46,00-19-0067-46,Guatemala,LICEO TÉCNICO VOCACIONAL GALILEI,LICEO TÉCNICO VOCACIONAL GALILEI,100.0,"9A. AVENIDA 4-31 ZONA 19, COLONIA LA FLORIDA",DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
309,00-19-0066-46,00-19-0067-46,Guatemala,LICEO TÉCNICO VOCACIONAL GALILEI,LICEO TÉCNICO VOCACIONAL GALILEI,100.0,"9A. AVENIDA 4-31 ZONA 19, COLONIA LA FLORIDA",DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
310,00-19-0102-46,00-19-0112-46,Guatemala,INED M. A. HERMENEGILDO DE JESÚS PEREIRA DEL CID,INED M. A. HERMENEGILDO DE JESÚS PEREIRA DEL CID,100.0,9A. AVENIDA 5-05 ZONA 19 COLONIA LA FLORIDA,NOCTURNA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
311,00-18-0160-46,00-18-0258-46,Guatemala,COLEGIO MIXTO EL CASTILLO,COLEGIO MIXTO EL CASTILLO,100.0,"9A. AVENIDA ""A"" 9-20, COLONIA ATLANTIDA",MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
312,00-01-7841-46,00-01-9187-46,Guatemala,LICEO PROFESIONAL DE INFORMATICA Y TECNOLOGIA,LICEO PROFESIONAL DE INFORMATICA Y TECNOLOGIA,100.0,9A. CALLE 0-39,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
313,00-01-4403-46,00-01-8511-46,Guatemala,INSTITUTO TECNOLOGICO DIGITALES COMERCIALES,INSTITUTO TECNOLOGICO DIGITALES COMERCIALES,100.0,9A. CALLE 0-44,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
314,00-01-8842-46,00-01-9600-46,Guatemala,LICEO REGIOMONTANO,LICEO REGIOMONTANO,100.0,9A. CALLE 2-64,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
315,00-01-0440-46,00-01-0441-46,Guatemala,LICEO MULTICULTURAL GUATEMALTECO,LICEO MULTICULTURAL GUATEMALTECO,100.0,9A. CALLE 3-40,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
316,00-01-0433-46,00-01-0434-46,Guatemala,CENTRO DE ESUTIOS INTEGRALES HUGO ROBLES,CENTRO DE ESTUDIOS INTEGRALES HUGO ROBLES,96.3,9A. CALLE 3-40,MATUTINA,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
317,00-01-0347-46,00-01-0348-46,Guatemala,CENTRO EDUCATIVO LICEO EVANGÉLICO CAMINO Y VERDAD,CENTRO EDUCATIVO LICEO EVANGÉLICO CAMINO Y VERDAD,100.0,9A. CALLE 3-53,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
318,00-01-0347-46,00-01-9328-46,Guatemala,CENTRO EDUCATIVO LICEO EVANGÉLICO CAMINO Y VERDAD,CENTRO EDUCATIVO LICEO EVANGELICO CAMINO Y VERDAD,100.0,9A. CALLE 3-53,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
319,00-01-0348-46,00-01-9328-46,Guatemala,CENTRO EDUCATIVO LICEO EVANGÉLICO CAMINO Y VERDAD,CENTRO EDUCATIVO LICEO EVANGELICO CAMINO Y VERDAD,100.0,9A. CALLE 3-53,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
320,00-01-0346-46,00-01-9326-46,Guatemala,CENTRO EDUCATIVO LICEO EVANGÉLICO CAMINO Y VERDAD,CENTRO EDUCATIVO LICEO EVANGELICO CAMINO Y VERDAD,100.0,9A. CALLE 3-53,MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
321,00-07-0114-46,00-07-0116-46,Guatemala,COLEGIO TÉCNICO EN COMPUTACIÓN SAN JUAN,COLEGIO TÉCNICO EN COMPUTACIÓN SAN JUAN,100.0,9A. CALLE 8-63 Y 8-67 COLONIA QUINTA SAMAYOA,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
322,00-03-8579-46,00-03-8581-46,Guatemala,COLEGIO TECNICO MODERNO,COLEGIO TECNICO MODERNO,100.0,AV. BOLIVAR 30-00,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
323,00-13-0066-46,00-13-9463-46,Guatemala,"ESCUELA TECNICA MILITAR DE AVIACION, PROGRAMA EDUCATIVO INTEGRADO DEL SOLDADO -PEISOL-, DE LA FUERZA AEREA GUATEMALTECA","ESCUELA TECNICA MILITAR DE AVIACION, PROGRAMA EDUCATIVO INTEGRADO DEL SOLDADO PEISOL, DE LA FUERZA AEREA GUATEMALTECA",100.0,AVENIDA HINCAPIE 21-14,VESPERTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
324,00-12-0044-46,00-12-0086-46,Guatemala,COLEGIO DE INFORMATICA IMB-PC NO. 2,COLEGIO DE INFORMÁTICA IMB-PC NO. 2,100.0,AVENIDA PETAPA 30-64,DOBLE,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
325,00-12-8220-46,00-12-8422-46,Guatemala,COLEGIO DE INFORMATICA IMB-PC NO.2,COLEGIO DE INFORMATICA IMB-PC NO. 2,100.0,AVENIDA PETAPA 30-64,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
326,00-02-0027-46,00-02-0028-46,Guatemala,LICEO CRISTIANO EXXITTO,LICEO CRISTIANO EXXITTO,100.0,AVENIDA SIMEÓN CAÑAS 7-73,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
327,00-12-0147-46,00-12-0912-46,Guatemala,"INSTITUTO NACIONAL DE EDUCACION BASICA Y BACHILLERATO EN CIENCIAS Y LETRAS POR MADUREZ ""LICDA. MATILDE ROUGE""","INSTITUTO NACIONAL DE EDUCACION BASICA Y BACHILLERATO EN CIENCIAS Y LETRAS POR MADUREZ ""LICDA. MATILDE ROUGE""",100.0,BOULEVARD LIBERACION 13-19,NOCTURNA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
328,00-12-9758-46,00-12-9759-46,Guatemala,COLEGIO IMB-PC,COLEGIO IMB-PC,100.0,CALZADA AGUILAR BATRES 29-41 Y 1A. AVENIDA 29-26 COLONIA EL CARMEN,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
329,00-12-8824-46,00-12-8825-46,Guatemala,LICEO CANADIENSE SUR,LICEO CANADIENSE SUR,100.0,CALZADA AGUILAR BATRES 30-67,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
330,00-06-0012-46,00-06-0021-46,Guatemala,COLEGIO PANAMERICANO NO. 7,COLEGIO PANAMERICANO NO. 7,100.0,"CALZADA JOSÉ MILLA Y VIDAURRE 17-30, PLAZA JOSÉ MILLA LOCAL 2",DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
331,00-07-0080-46,00-07-0093-46,Guatemala,INSTITUTO TECNOLOGICO EN ELECTRONICA Y DIBUJO,INSTITUTO TECNOLOGICO EN ELECTRONICA Y DIBUJO,100.0,CALZADA SAN JUAN 31-47,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
332,00-07-9200-46,00-07-9402-46,Guatemala,INSTITUTO PRIVADO MIXTO SAN JUAN,"INSTITUTO PRIVADO MIXTO ""SAN JUAN""",100.0,CALZADA SAN JUAN 31-47,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
333,00-07-9094-46,00-07-9545-46,Guatemala,LICEO DE CIENCIA Y TECNOLOGÍA,LICEO DE CIENCIA Y TECNOLOGIA,100.0,"CALZADA SAN JUAN 37-78, COLONIA EL RODEO",DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
334,00-07-0281-46,00-07-0282-46,Guatemala,LICEO DE CIENCIA Y TECNOLOGÍA,LICEO DE CIENCIA Y TECNOLOGÍA,100.0,CALZADA SAN JUAN 37-78 ZONA 7 COLONIA EL RODEO,DOBLE,SEMIPRESENCIAL,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
335,00-07-0061-46,00-07-0087-46,Guatemala,COLEGIO EN COMPUTACION SAN JUAN,COLEGIO EN COMPUTACION SAN JUAN,100.0,"CALZADA SAN JUAN 39-45, COLONIA EL RODEO",DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
336,00-12-0051-46,00-12-0052-46,Guatemala,LICEO CANADIENSE SOCIEDAD ANONIMA,LICEO CANADIENSE SOCIEDAD ANONIMA,100.0,"DIAGONAL 19, AVENIDA PETAPA, 40-54",DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
337,00-12-0049-46,00-12-0056-46,Guatemala,LICEO CANADIENSE SOCIEDAD ANONIMA,LICEO CANADIENSE SOCIEDAD ANONIMA,100.0,"DIAGONAL 19, AVENIDA PETAPA, 40-54",VESPERTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
338,00-12-0048-46,00-12-0055-46,Guatemala,LICEO CANADIENSE SOCIEDAD ANONIMA,LICEO CANADIENSE SOCIEDAD ANONIMA,100.0,"DIAGONAL 19, AVENIDA PETAPA, 40-54",MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
339,00-06-0032-46,00-06-0033-46,Guatemala,"INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA ""CARLOS BENJAMIN PAIZ AYALA""","INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA ""CARLOS BENJAMIN PAIZ AYALA """,100.0,"FINAL, CALZADA JOSE MILLA Y VIDAURRE Y 26 AVENIDA",NOCTURNA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
340,00-06-0077-46,00-06-0078-46,Guatemala,"INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA ""DOCTORA SARA CABARRUS DE RUÍZ""","INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA ""DOCTORA SARA CABARRUS DE RUÍZ""",100.0,FINAL CALZADA JOSE MILLA Y VIDAURRE Y 26 AVENIDA,NOCTURNA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
341,00-18-0211-46,00-18-0257-46,Guatemala,COLEGIO BELLO AMANECER 2,COLEGIO BELLO AMANECER 2,100.0,"LOTE 101 Y 102 SECCIÓN ""C"" COLONIA LAS ILUSIONES",MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
342,00-18-0020-46,00-18-0142-46,Guatemala,"LICEO MIXTO EVANGELICO ""FUENTE DE ENSEÑANZA""","LICEO MIXTO EVANGÉLICO ""FUENTE DE ENSEÑANZA""",100.0,LOTE 25 Y 40 DE LA SECCIÓN G COLONIA LAS ILUSIONES,MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
